owner_id,title,description,category,street,barangay,city,coordinates,image_url,rent,amenities,rating,max_renters,is_available,is_verified,has_internet,allows_pets,is_furnished,has_ac,is_secure,has_parking,number_reviews
4,"Cozy Studio Near Silliman","A comfortable studio apartment perfect for students. Walking distance to Silliman University and downtown shops.",apartment,"Hibbard Avenue",Poblacion 1,"Dumaguete City","9.3067,123.3083","{https://picsum.photos/800/600?random=1,https://picsum.photos/800/600?random=2}",8500,"{1 Bedroom,1 Bathroom,Kitchen,Closet,Living Room}",4.5,2,true,true,true,false,true,true,true,false,12
4,"Budget Bedspace for Students","Affordable bedspace in a shared room. Great for budget-conscious students.",bedspace,"Flores Avenue",Poblacion 2,"Dumaguete City","9.3089,123.3095","{https://picsum.photos/800/600?random=3}",2500,"{1 Bedroom,1 Bathroom,Locker,Study Desk}",4.2,1,true,true,true,false,false,false,true,false,8
4,"Spacious 2BR Near Boulevard","Family-friendly apartment with sea breeze. Close to Rizal Boulevard and restaurants.",apartment,"Rizal Boulevard",Poblacion 4,"Dumaguete City","9.3082,123.3118","{https://picsum.photos/800/600?random=4,https://picsum.photos/800/600?random=5,https://picsum.photos/800/600?random=6}",15000,"{2 Bedrooms,2 Bathrooms,Kitchen,Living Room,Dining Area,Balcony}",4.8,4,true,true,true,true,true,true,true,true,15
4,"Private Room in Valencia","Quiet room in a peaceful neighborhood. Perfect for working professionals.",room,"Pulangbato Road",Pulangbato,Valencia,"9.2883,123.2406","{https://picsum.photos/800/600?random=7,https://picsum.photos/800/600?random=8}",5000,"{1 Bedroom,1 Bathroom,Study Desk,Closet,Shared Kitchen}",4.3,1,true,true,true,false,true,false,true,false,6
4,"Modern Condo Unit Downtown","Fully furnished condo with modern amenities. Perfect for young professionals.",apartment,"Real Street",Poblacion 3,"Dumaguete City","9.3078,123.3089","{https://picsum.photos/800/600?random=9,https://picsum.photos/800/600?random=10,https://picsum.photos/800/600?random=11}",12000,"{2 Bedrooms,1 Bathroom,Kitchen,Living Room,Balcony}",4.7,3,true,true,true,false,true,true,true,true,20
4,"Affordable Bedspace Near Foundation","Budget-friendly option near Foundation University. Shared amenities.",bedspace,"E.J. Blanco Drive",Junob,"Dumaguete City","9.3125,123.3102","{https://picsum.photos/800/600?random=12}",2800,"{1 Bedroom,1 Bathroom,Study Area,Locker}",4.0,1,true,true,true,false,false,false,true,false,5
4,"Beachside Room in Bacong","Peaceful room with ocean view. Great for those who love nature.",room,"National Highway",Poblacion,Bacong,"9.2598,123.2897","{https://picsum.photos/800/600?random=13,https://picsum.photos/800/600?random=14}",6000,"{1 Bedroom,1 Bathroom,Balcony,Shared Kitchen}",4.6,2,true,true,true,false,true,false,true,false,10
4,"Student Dorm Style Bedspace","Safe and secure bedspace for female students only. Near Silliman.",bedspace,"Silliman Avenue",Poblacion 5,"Dumaguete City","9.3058,123.3075","{https://picsum.photos/800/600?random=15}",3000,"{1 Bedroom,1 Bathroom,Study Area,Locker,Common Room}",4.4,1,true,true,true,false,false,false,true,false,14
4,"Transient Apartment Poblacion","Flexible lease terms. Ideal for short-term stays or interns.",apartment,"Dr. V. Locsin Street",Poblacion 8,"Dumaguete City","9.3095,123.3071","{https://picsum.photos/800/600?random=16,https://picsum.photos/800/600?random=17}",10000,"{2 Bedrooms,1 Bathroom,Kitchen,Living Room,Dining Area}",4.1,3,true,true,true,true,true,false,true,false,7
4,"Premium Room with Balcony","Beautiful room with private balcony. Mountain view in Valencia.",room,"Apolong Road",Apolong,Valencia,"9.3012,123.2512","{https://picsum.photos/800/600?random=18,https://picsum.photos/800/600?random=19}",7500,"{1 Bedroom,1 Bathroom,Balcony,Study Desk,Closet}",4.9,1,true,true,true,false,true,true,true,false,18
4,"Budget Apartment Sibulan","Simple but clean apartment. Near Sibulan church and market.",apartment,"National Highway",Poblacion,Sibulan,"9.3498,123.2935","{https://picsum.photos/800/600?random=20}",7000,"{1 Bedroom,1 Bathroom,Kitchen,Closet}",3.8,2,true,true,false,false,false,false,true,false,4
4,"Girls Only Bedspace Safe","Very secure bedspace for female students. CCTV monitored.",bedspace,"Perdices Street",Poblacion 7,"Dumaguete City","9.3101,123.3089","{https://picsum.photos/800/600?random=21}",3200,"{1 Bedroom,1 Bathroom,Study Area,Locker,Laundry Area}",4.5,1,true,true,true,false,false,false,true,false,11
4,"Family Apartment Valencia","3BR apartment perfect for families. Spacious and well-maintained.",apartment,"Garcia Hernandez Avenue",Poblacion,Valencia,"9.2951,123.2418","{https://picsum.photos/800/600?random=22,https://picsum.photos/800/600?random=23,https://picsum.photos/800/600?random=24}",18000,"{3 Bedrooms,2 Bathrooms,Kitchen,Living Room,Dining Area,Balcony,Storage Room}",4.7,6,true,true,true,true,true,true,true,true,16
4,"Minimalist Room Downtown","Clean and simple room for minimalist living. Near cafes and shops.",room,"San Jose Street",Poblacion 2,"Dumaguete City","9.3075,123.3102","{https://picsum.photos/800/600?random=25}",5500,"{1 Bedroom,1 Bathroom,Study Desk,Closet,Shared Kitchen}",4.2,1,true,true,true,false,true,false,true,false,9
4,"Pet-Friendly Apartment","Spacious apartment that allows pets. Fenced yard included.",apartment,"Calindagan Road",Calindagan,"Dumaguete City","9.3221,123.3156","{https://picsum.photos/800/600?random=26,https://picsum.photos/800/600?random=27}",13000,"{2 Bedrooms,2 Bathrooms,Kitchen,Living Room,Garden,Laundry Area}",4.6,4,true,true,true,true,true,false,true,true,13
